0.018187,1048576,57655858.09
0.123809,1048576,8469329.36
0.006164,1048576,170110873.02
0.044795,1048576,23408183.26
0.015408,1048576,68055931.40
0.045002,1048576,23300414.88
0.008106,1048576,129361918.67
0.047464,1048576,22091966.06
0.008359,1048576,125436270.35
0.021279,1048576,49276727.82
0.008314,1048576,126119709.54
0.028171,1048576,37221741.32
0.006027,1048576,173994006.85
0.036770,1048576,28517448.83
0.017968,1048576,58356617.94
0.025202,1048576,41606797.32
0.009067,1048576,115646766.00
0.026428,1048576,39677088.13
0.005985,1048576,175213995.90
0.030782,1048576,34064864.39
0.006862,1048576,152800142.83
0.029933,1048576,35031076.10
0.008512,1048576,123191129.41
0.030853,1048576,33986681.44
0.016013,1048576,65482200.45
0.031047,1048576,33773711.70
0.008267,1048576,126832579.05
0.033523,1048576,31279446.04
0.006553,1048576,160022067.79
0.025241,1048576,41542344.89
0.015986,1048576,65594513.13
0.026344,1048576,39803847.40
0.007219,1048576,145245921.77
0.036097,1048576,29048608.75
0.035985,1048576,29139644.28
0.006027,1048576,173973358.83
0.004409,1048576,237822230.63
0.043153,1048576,24299136.51
0.007719,1048576,135846996.48
0.038570,1048576,27186193.86
